"osid","itemid","itemqty","purrate","itemmrp","itemsalerate","entrydate","empid"
"CONS1-810","2418","7.00","88.84","103.00","94.76","2022-03-29","204"
"CONS1-811","7114","6.00","17.86","20.00","19.00","2022-03-29","204"
"CONS1-812","2423","3.00","44.03","49.00","47.00","2022-03-29","204"
"CONS1-813","2435","9.00","47.00","57.00","52.00","2022-03-29","204"
"CONS1-814","2440","5.00","93.51","120.00","108.00","2022-03-29","204"
"CONS1-815","7918","2.00","42.88","55.00","52.00","2022-03-29","204"
"CONS1-816","2427","3.00","83.99","115.00","97.75","2022-03-29","204"
"CONS1-817","2428","1.00","144.00","210.00","183.50","2022-03-29","204"
"CONS1-818","2449","1.00","135.24","190.00","174.80","2022-03-29","204"
"CONS1-819","2539","2.00","149.43","170.00","156.40","2022-03-29","204"
"CONS1-820","2541","14.00","84.38","99.00","90.00","2022-03-29","204"
"CONS1-821","6887","2.00","200.06","235.00","216.20","2022-03-29","204"
"CONS1-822","1642","1.00","371.47","415.00","394.25","2022-03-29","204"
"CONS1-823","1523","1.00","107.40","120.00","114.00","2022-03-29","204"
"CONS1-824","5885","2.00","420.00","550.00","450.00","2022-03-29","204"
"CONS1-825","1639","7.00","203.57","235.00","223.25","2022-03-29","204"
"CONS1-826","1643","2.00","415.09","480.00","456.00","2022-03-29","204"
"CONS1-827","1641","1.00","50.91","56.00","54.00","2022-03-29","204"
"CONS1-828","2704","1.00","219.87","249.00","236.55","2022-03-29","204"
"CONS1-829","2705","1.00","353.90","399.00","379.05","2022-03-29","204"
"CONS1-830","2703","1.00","249.16","289.00","274.55","2022-03-29","204"
"CONS1-831","1680","7.00","15.00","20.00","18.00","2022-03-29","204"
"CONS1-832","1683","1.00","15.00","20.00","18.00","2022-03-29","204"
"CONS1-833","1681","2.00","8.00","10.00","10.00","2022-03-29","204"
"CONS1-834","8865","11.00","8.00","10.00","10.00","2022-03-29","204"
"CONS1-835","8866","1.00","10.00","20.00","16.66","2022-03-29","204"
"CONS1-836","9081","1.00","8.00","20.00","18.00","2022-03-29","204"
"CONS1-837","8863","7.00","4.00","5.00","5.00","2022-03-29","204"
"CONS1-838","8227","8.00","20.00","30.00","25.00","2022-03-29","204"
"CONS1-839","3948","2.00","49.00","69.00","59.00","2022-03-29","204"
"CONS1-840","8116","2.00","16.43","20.00","20.00","2022-03-29","204"
"CONS1-841","9378","8.00","77.00","120.00","95.00","2022-03-29","204"
"CONS1-842","3946","1.00","47.40","79.00","69.00","2022-03-29","204"
"CONS1-843","3944","1.00","47.40","79.00","69.00","2022-03-29","204"
"CONS1-844","3949","3.00","54.19","79.00","64.00","2022-03-29","204"
"CONS1-845","2412","2.00","63.20","79.00","69.00","2022-03-29","204"
"CONS1-846","6150","15.00","11.26","15.00","14.00","2022-03-29","204"
"CONS1-847","7434","1.00","40.00","50.00","45.00","2022-03-29","204"
"CONS1-848","8534","8.00","84.49","130.00","117.00","2022-03-29","204"
"CONS1-849","8535","2.00","91.00","140.00","126.00","2022-03-29","204"
"CONS1-850","6341","11.99","60.00","80.00","72.00","2022-03-29","204"
"CONS1-851","6342","16.99","60.00","80.00","72.00","2022-03-29","204"
"CONS1-852","7523","20.99","60.00","80.00","68.00","2022-03-29","204"
"CONS1-853","4474","1.00","114.78","140.00","133.00","2022-03-29","204"
"CONS1-854","6915","1.00","27.50","30.00","30.00","2022-03-29","204"
"CONS1-855","8609","1.00","116.67","140.00","133.00","2022-03-29","204"
"CONS1-856","5911","2.00","400.00","520.00","558.00","2022-03-29","204"
"CONS1-857","4485","1.00","132.50","159.00","151.00","2022-03-29","204"
"CONS1-858","7941","1.00","416.67","500.00","450.00","2022-03-29","204"
"CONS1-859","7017","3.00","98.90","260.00","130.00","2022-03-29","204"
"CONS1-860","4479","1.00","170.28","220.00","209.00","2022-03-29","204"
"CONS1-861","7016","2.00","14.52","20.00","18.00","2022-03-29","204"
"CONS1-862","4495","2.00","131.13","160.00","152.00","2022-03-29","204"
"CONS1-863","4490","1.00","425.00","520.00","468.00","2022-03-29","204"
"CONS1-864","4480","16.00","106.55","130.00","117.00","2022-03-29","204"
"CONS1-865","10375","2.00","8.70","10.00","10.00","2022-03-29","204"
"CONS1-866","4487","10.00","216.67","260.00","247.00","2022-03-29","204"
"CONS1-867","4489","6.00","121.74","140.00","133.00","2022-03-29","204"
"CONS1-868","4486","9.00","183.33","199.00","198.00","2022-03-29","204"
"CONS1-869","4493","5.00","100.00","240.00","120.00","2022-03-29","204"
"CONS1-870","4475","10.00","126.29","170.00","161.50","2022-03-29","204"
"CONS1-871","4481","6.00","98.36","120.00","114.00","2022-03-29","204"
"CONS1-872","4482","17.00","24.59","30.00","30.00","2022-03-29","204"
"CONS1-873","4483","94.00","4.10","5.00","5.00","2022-03-29","204"
"CONS1-874","1600","3.00","116.67","140.00","133.00","2022-03-29","204"
"CONS1-875","1591","5.00","141.67","170.00","161.50","2022-03-29","204"
"CONS1-876","1602","3.00","116.67","140.00","133.00","2022-03-29","204"
"CONS1-877","1522","4.00","220.84","265.00","251.75","2022-03-29","204"
"CONS1-878","1514","4.00","124.17","149.00","141.55","2022-03-29","204"
"CONS1-879","1519","10.00","199.16","239.00","227.05","2022-03-29","204"
"CONS1-880","1513","1.00","124.17","149.00","141.55","2022-03-29","204"
"CONS1-881","1512","4.00","112.50","135.00","128.25","2022-03-29","204"
"CONS1-882","1598","9.00","116.67","140.00","133.00","2022-03-29","204"
"CONS1-883","7042","6.00","290.83","349.00","331.55","2022-03-29","204"
"CONS1-884","1370","1.00","45.83","55.00","52.00","2022-03-29","204"
"CONS1-885","7440","1.00","16.67","20.00","20.00","2022-03-29","204"
"CONS1-886","1615","3.00","249.17","299.00","284.05","2022-03-29","204"
"CONS1-887","1614","26.00","25.00","30.00","30.00","2022-03-29","204"
"CONS1-888","1678","8.00","50.00","60.00","58.00","2022-03-29","204"
"CONS1-889","1584","28.00","33.33","40.00","40.00","2022-03-29","204"
"CONS1-890","9800","1.00","18.00","20.00","20.00","2022-03-29","204"
"CONS1-891","7929","2.00","23.11","30.00","30.00","2022-03-29","204"
"CONS1-892","1589","48.00","33.45","40.00","38.00","2022-03-29","204"
"CONS1-893","9801","4.00","16.67","20.00","20.00","2022-03-29","204"
"CONS1-894","6995","3.00","54.17","65.00","61.75","2022-03-29","204"
"CONS1-895","1676","1.00","141.67","170.00","156.75","2022-03-29","204"
"CONS1-896","1521","5.00","182.50","219.00","209.00","2022-03-29","204"
"CONS1-897","1675","7.00","207.50","249.00","236.55","2022-03-29","204"
"CONS1-898","7441","20.00","25.00","30.00","30.00","2022-03-29","204"
"CONS1-899","1520","3.00","199.16","239.00","227.05","2022-03-29","204"
"CONS1-900","1592","5.00","145.82","175.00","166.25","2022-03-29","204"
"CONS1-901","7859","27.00","73.11","90.00","85.00","2022-03-29","204"
"CONS1-902","8287","25.00","41.69","90.00","85.50","2022-03-29","204"
"CONS1-903","7931","7.00","19.02","25.00","25.00","2022-03-29","204"
"CONS1-904","7932","7.00","8.33","10.00","10.00","2022-03-29","204"
"CONS1-905","6994","1.00","41.66","50.00","48.00","2022-03-29","204"
"CONS1-906","1677","7.00","124.17","149.00","141.55","2022-03-29","204"
"CONS1-907","1537","52.00","25.00","30.00","30.00","2022-03-29","204"
"CONS1-908","1415","14.00","82.51","99.00","94.05","2022-03-29","204"
"CONS1-909","6993","1.00","41.67","50.00","48.00","2022-03-29","204"
"CONS1-910","1620","6.00","165.88","199.00","189.00","2022-03-29","204"
"CONS1-911","1630","46.00","50.00","60.00","57.00","2022-03-29","204"
"CONS1-912","7935","5.00","12.50","20.00","20.00","2022-03-29","204"
"CONS1-913","7934","5.00","12.50","15.00","15.00","2022-03-29","204"
"CONS1-914","1599","45.00","82.51","99.00","94.05","2022-03-29","204"
"CONS1-915","1597","7.00","112.50","135.00","128.25","2022-03-29","204"
"CONS1-916","4039","8.00","90.05","125.00","105.00","2022-03-29","204"
"CONS1-917","10015","28.00","24.03","30.00","28.00","2022-03-29","204"
"CONS1-918","4029","10.00","97.19","140.00","106.00","2022-03-29","204"
"CONS1-919","4041","15.00","106.00","125.00","115.00","2022-03-29","204"
"CONS1-920","4034","40.00","67.39","89.00","77.00","2022-03-29","204"
"CONS1-921","4040","1.00","450.00","515.00","485.00","2022-03-29","204"
"CONS1-922","4043","8.00","400.00","465.00","455.00","2022-03-29","204"
"CONS1-923","4032","2.00","750.40","945.00","850.00","2022-03-29","204"
"CONS1-924","9822","1.00","66.49","80.00","72.00","2022-03-29","204"
"CONS1-925","4042","1.00","1005.00","1140.00","1029.00","2022-03-29","204"
"CONS1-926","10597","1.00","25.00","30.00","28.50","2022-03-29","204"
"CONS1-927","5281","1.00","64.00","80.00","72.00","2022-03-29","204"
"CONS1-928","5528","11.00","76.00","90.00","82.00","2022-03-29","204"
"CONS1-929","5537","5.00","20.00","25.00","23.50","2022-03-29","204"
"CONS1-930","5532","2.00","77.00","120.00","108.00","2022-03-29","204"
"CONS1-931","5531","38.00","29.50","35.00","33.25","2022-03-29","204"
"CONS1-932","5530","1.00","29.50","35.00","33.25","2022-03-29","204"
"CONS1-933","5525","11.00","29.50","35.00","33.25","2022-03-29","204"
"CONS1-934","5279","3.00","152.00","190.00","171.00","2022-03-29","204"
"CONS1-935","5539","2.00","76.00","90.00","82.00","2022-03-29","204"
"CONS1-936","5286","4.00","48.00","60.00","55.00","2022-03-29","204"
"CONS1-937","5283","2.00","50.00","60.00","55.00","2022-03-29","204"
"CONS1-938","5533","2.00","22.00","30.00","27.00","2022-03-29","204"
"CONS1-939","5527","6.00","76.00","90.00","82.00","2022-03-29","204"
"CONS1-940","5540","1.00","76.00","90.00","82.00","2022-03-29","204"
"CONS1-941","5536","3.00","288.00","360.00","324.00","2022-03-29","204"
"CONS1-942","5284","2.00","260.00","325.00","292.50","2022-03-29","204"
"CONS1-943","5276","3.00","116.00","145.00","130.50","2022-03-29","204"
"CONS1-944","5287","2.00","112.00","140.00","128.80","2022-03-29","204"
"CONS1-945","5289","1.00","110.00","140.00","120.00","2022-03-29","204"
"CONS1-946","5290","2.00","192.00","240.00","216.00","2022-03-29","204"
"CONS1-947","5541","7.00","41.00","50.00","47.00","2022-03-29","204"
"CONS1-948","5280","2.00","40.00","50.00","45.00","2022-03-29","204"
"CONS1-949","8883","1.00","131.25","175.00","148.75","2022-03-29","204"
"CONS1-950","8881","1.00","172.50","230.00","195.50","2022-03-29","204"
"CONS1-951","8878","2.00","172.50","230.00","195.50","2022-03-29","204"
"CONS1-952","8880","1.00","172.50","230.00","195.50","2022-03-29","204"
"CONS1-953","8884","2.00","195.00","260.00","221.00","2022-03-29","204"
"CONS1-954","8882","1.00","120.00","160.00","136.00","2022-03-29","204"
"CONS1-955","8879","1.00","153.75","205.00","174.25","2022-03-29","204"
"CONS1-956","8877","2.00","172.50","230.00","195.50","2022-03-29","204"
"CONS1-957","6345","9.00","10.83","22.00","21.50","2022-03-29","204"
"CONS1-958","8684","1.00","35.00","50.00","40.00","2022-03-29","204"
"CONS1-959","3153","6.00","37.50","50.00","45.00","2022-03-29","204"
"CONS1-960","7128","7.00","50.00","65.00","60.00","2022-03-29","204"
"CONS1-961","3114","1.00","38.46","50.00","45.00","2022-03-29","204"
"CONS1-962","10029","2.00","74.25","99.00","84.15","2022-03-29","204"
"CONS1-963","3110","15.00","92.34","120.00","102.00","2022-03-29","204"
"CONS1-964","3174","1.00","37.50","50.00","42.50","2022-03-29","204"
"CONS1-965","3138","13.00","15.60","20.00","18.00","2022-03-29","204"
"CONS1-966","3157","9.00","37.50","50.00","42.50","2022-03-29","204"
"CONS1-967","3121","19.00","92.37","120.00","102.00","2022-03-29","204"
"CONS1-968","3105","3.00","52.50","70.00","63.00","2022-03-29","204"
"CONS1-969","3140","2.00","11.70","15.00","15.00","2022-03-29","204"
"CONS1-970","3175","12.00","38.46","50.00","45.00","2022-03-29","204"
"CONS1-971","3169","6.00","15.00","20.00","18.00","2022-03-29","204"
"CONS1-972","3166","6.00","15.00","20.00","18.00","2022-03-29","204"
"CONS1-973","3147","2.00","22.50","30.00","27.00","2022-03-29","204"
"CONS1-974","3148","5.00","22.50","30.00","27.00","2022-03-29","204"
"CONS1-975","3106","1.00","52.50","70.00","63.00","2022-03-29","204"
"CONS1-976","3171","5.00","15.00","20.00","18.00","2022-03-29","204"
"CONS1-977","3108","1.00","50.00","70.00","65.00","2022-03-29","204"
"CONS1-978","3150","1.00","20.00","30.00","27.00","2022-03-29","204"
"CONS1-979","3160","10.00","38.46","50.00","42.50","2022-03-29","204"
"CONS1-980","3170","5.00","15.00","20.00","18.00","2022-03-29","204"
"CONS1-981","3145","2.00","22.50","30.00","27.00","2022-03-29","204"
"CONS1-982","3136","3.00","38.46","50.00","45.00","2022-03-29","204"
"CONS1-983","3111","1.00","46.00","60.00","52.00","2022-03-29","204"
"CONS1-984","2407","4.00","24.00","30.00","28.00","2022-03-29","204"
"CONS1-985","3135","9.00","54.00","72.00","61.20","2022-03-29","204"
"CONS1-986","3181","19.00","10.00","15.00","15.00","2022-03-29","204"
"CONS1-987","3182","1.00","37.50","50.00","42.50","2022-03-29","204"
"CONS1-988","3180","12.00","11.70","15.00","15.00","2022-03-29","204"
"CONS1-989","3152","12.00","23.00","30.00","27.00","2022-03-29","204"
"CONS1-990","3101","1.00","7.80","10.00","10.00","2022-03-29","204"
"CONS1-991","3109","2.00","45.00","60.00","54.00","2022-03-29","204"
"CONS1-992","7828","1.00","15.00","20.00","19.00","2022-03-29","204"
"CONS1-993","3093","1.00","7.50","10.00","10.00","2022-03-29","204"
"CONS1-994","3176","3.00","39.00","50.00","42.50","2022-03-29","204"
"CONS1-995","3104","2.00","110.00","125.00","106.00","2022-03-29","204"
"CONS1-996","3103","2.00","50.00","65.00","55.25","2022-03-29","204"
"CONS1-997","7127","2.00","20.00","25.00","24.00","2022-03-29","204"
"CONS1-998","3115","14.00","51.00","68.00","57.80","2022-03-29","204"
"CONS1-999","7174","2.00","76.00","100.00","85.00","2022-03-29","204"
"PROD1-29","2211","1.00","60.20","70.00","65.00","2022-03-29","133"
"PROD1-30","10821","1.00","125.00","200.00","149.00","2022-03-29","133"
"PROD1-31","8209","1.00","60.00","75.00","70.00","2022-03-29","133"
"PROD1-32","9127","11.00","8.00","15.00","13.00","2022-03-29","133"
"PROD1-33","1094","5.00","201.60","280.00","238.00","2022-03-29","133"
"PROD1-34","2794","8.00","37.50","50.00","43.00","2022-03-29","133"
"PROD1-35","2778","2.00","44.25","59.00","50.15","2022-03-29","133"
"PROD1-36","2798","2.00","449.25","599.00","509.15","2022-03-29","133"
"PROD1-37","10759","1.00","85.80","130.00","117.00","2022-03-29","133"
"PROD1-38","10760","1.00","107.25","130.00","117.00","2022-03-29","133"
"PROD1-39","2778","1.00","44.25","59.00","50.15","2022-03-29","133"
"PROD1-40","2804","6.00","82.50","110.00","93.50","2022-03-29","204"
"PROD1-41","2805","1.00","56.25","75.00","67.50","2022-03-29","204"
"PROD1-42","9488","1.00","59.25","79.00","71.00","2022-03-29","204"
"PROD1-43","11198","1.00","8.00","10.00","10.00","2022-03-29","204"
"PROD1-44","2243","2.00","224.42","245.00","235.00","2022-03-29","204"
"PROD1-45","6991","7.00","50.00","60.00","54.00","2022-03-29","204"
"PROD1-46","4552","3.00","32.49","50.00","45.00","2022-03-29","204"
"PROD1-47","202","1.00","32.50","50.00","40.00","2022-03-29","204"
"PROD1-48","4562","1.00","0.01","50.00","40.00","2022-03-29","204"
"PROD1-49","3997","6.00","104.17","125.00","112.50","2022-03-29","204"
"PROD1-50","10982","4.00","162.50","185.00","166.50","2022-03-29","204"
"PROD1-51","4002","3.00","108.34","130.00","117.00","2022-03-29","204"
"PROD1-52","1734","1.00","485.00","550.00","495.00","2022-03-29","204"
"PROD1-53","7335","1.00","66.22","86.00","73.00","2022-03-29","600"
"PROD1-54","5678","1.00","53.13","69.00","58.65","2022-03-29","600"
"PROD1-55","4970","3.00","75.49","99.00","84.15","2022-03-29","101"
"PROD1-56","4978","1.00","55.05","160.00","80.00","2022-03-29","101"
"PROD1-57","4982","1.00","133.31","175.00","148.75","2022-03-29","101"
"PROD1-58","4945","1.00","148.51","195.00","165.75","2022-03-29","101"
"PROD1-59","10602","5.00","67.79","89.00","75.65","2022-03-29","101"
"PROD1-60","5865","1.00","180.00","260.00","234.00","2022-03-29","204"
"PROD1-61","6202","1.00","80.33","110.00","93.50","2022-03-29","204"
"PROD1-62","3529","3.00","107.26","140.00","133.00","2022-03-29","204"
"PROD1-63","8257","3.00","70.00","160.00","80.00","2022-03-29","204"
"PROD1-64","10370","12.00","31.25","35.00","28.50","2022-03-29","204"
"PROD1-65","1139","1.00","383.20","479.00","431.10","2022-03-29","204"
"PROD1-66","2755","6.00","65.07","80.00","73.60","2022-03-29","204"
"PROD1-67","2751","1.00","54.42","85.00","68.00","2022-03-29","204"
"PROD1-68","2766","1.00","39.01","60.00","48.00","2022-03-29","204"
"PROD1-69","6338","6.00","70.00","90.00","81.00","2022-03-29","204"
"PROD1-70","6340","2.00","70.00","180.00","95.00","2022-03-29","204"
"PROD1-71","5888","1.00","350.00","675.00","450.00","2022-03-29","204"
"PROD1-72","6887","2.00","200.06","235.00","216.20","2022-03-29","204"
"PROD1-73","11126","1.00","37.40","44.00","40.48","2022-03-29","119"
"PROD1-74","8535","2.00","91.00","140.00","126.00","2022-03-29","204"
"PROD1-75","8534","8.00","84.49","130.00","117.00","2022-03-29","204"
"PROD1-76","4976","3.00","55.05","160.00","80.00","2022-03-29","204"
"PROD1-77","5911","1.00","400.00","520.00","558.00","2022-03-29","204"
"PROD1-78","1677","2.00","124.17","149.00","141.55","2022-03-29","204"
"PROD1-79","4433","1.00","107.25","130.00","117.00","2022-03-29","204"
"PROD1-80","9069","16.00","50.00","120.00","68.00","2022-03-29","204"
"PROD1-81","3096","2.00","60.00","75.00","67.85","2022-03-29","204"
"PROD1-82","3177","9.00","85.80","110.00","95.00","2022-03-29","204"
"PROD1-83","10550","1.00","18.34","30.00","23.00","2022-03-29","204"
"PROD1-84","2578","12.00","17.02","20.00","20.00","2022-03-29","204"
"CONS1-10","10283","1.00","24.07","45.00","29.00","2022-03-28","204"
"CONS1-100","4711","4.00","75.00","130.00","90.00","2022-03-28","600"
"CONS1-101","205","3.00","149.99","200.00","170.00","2022-03-28","204"
"CONS1-102","204","3.00","149.99","200.00","170.00","2022-03-28","204"
"CONS1-103","208","4.00","149.99","200.00","170.00","2022-03-28","204"
"CONS1-104","206","3.00","149.99","200.00","170.00","2022-03-28","204"
"CONS1-105","207","3.00","149.99","200.00","170.00","2022-03-28","204"
"CONS1-106","209","2.00","149.99","200.00","170.00","2022-03-28","204"
"CONS1-107","203","4.00","149.99","200.00","170.00","2022-03-28","204"
"CONS1-108","2348","18.00","22.50","105.00","25.00","2022-03-28","204"
"CONS1-109","6136","7.00","42.00","60.00","46.00","2022-03-28","204"
"CONS1-11","10283","1.00","24.07","45.00","29.00","2022-03-28","204"
"CONS1-110","6137","9.00","32.00","50.00","36.00","2022-03-28","204"
"CONS1-111","6138","7.00","20.00","145.00","23.00","2022-03-28","204"
"CONS1-112","2280","2.00","16.66","20.00","20.00","2022-03-28","204"
"CONS1-113","2332","5.00","174.80","190.00","185.00","2022-03-28","204"
"CONS1-114","2333","1.00","46.00","50.00","49.00","2022-03-28","204"
"CONS1-115","2308","7.00","33.32","40.00","38.00","2022-03-28","204"
"CONS1-116","2292","1.00","120.00","150.00","135.00","2022-03-28","204"
"CONS1-117","1143","2.00","131.44","349.00","174.50","2022-03-28","600"
"CONS1-118","1141","1.00","131.44","349.00","174.50","2022-03-28","600"
"CONS1-119","2265","4.00","97.23","109.00","102.00","2022-03-28","204"
"CONS1-12","8431","1.00","42.50","125.00","60.00","2022-03-28","204"
"CONS1-120","9806","2.00","93.93","249.00","124.50","2022-03-28","600"
"CONS1-121","2243","101.00","224.42","245.00","235.00","2022-03-28","204"
"CONS1-122","2242","125.00","45.80","50.00","48.00","2022-03-28","204"
"CONS1-123","2247","8.00","97.10","106.00","102.00","2022-03-28","204"
"CONS1-124","6139","162.00","215.00","230.00","225.00","2022-03-28","204"
"CONS1-125","2248","57.00","46.72","51.00","49.00","2022-03-28","204"
"CONS1-126","2366","61.00","7.00","10.00","10.00","2022-03-28","204"
"CONS1-127","2359","127.00","10.80","12.00","12.00","2022-03-28","204"
"CONS1-128","8223","1.00","156.75","190.00","180.50","2022-03-28","204"
"CONS1-129","1142","4.00","130.88","349.00","174.50","2022-03-28","600"
"CONS1-13","291","1.00","120.00","250.00","200.00","2022-03-28","204"
"CONS1-130","8236","37.00","59.50","78.00","68.00","2022-03-28","600"
"CONS1-131","2259","1.00","216.00","240.00","230.00","2022-03-28","204"
"CONS1-132","2251","49.00","119.34","130.00","125.00","2022-03-28","204"
"CONS1-133","2268","2.00","67.50","75.00","72.00","2022-03-28","204"
"CONS1-134","2266","1.00","67.50","75.00","72.00","2022-03-28","204"
"CONS1-135","2253","70.00","108.32","118.00","114.00","2022-03-28","204"
"CONS1-136","2255","27.00","449.82","490.00","460.00","2022-03-28","204"
"CONS1-137","2261","26.00","234.09","255.00","242.00","2022-03-28","204"
"CONS1-138","2258","6.00","344.25","375.00","360.00","2022-03-28","204"
"CONS1-139","2254","1.00","67.01","73.00","70.00","2022-03-28","204"
"CONS1-14","289","4.00","187.50","250.00","200.00","2022-03-28","204"
"CONS1-140","4168","1.00","260.00","325.00","292.50","2022-03-28","600"
"CONS1-141","2277","15.00","82.80","90.00","87.00","2022-03-28","204"
"CONS1-142","2249","2.00","80.10","89.00","85.00","2022-03-28","204"
"CONS1-143","8243","1.00","4.47","5.00","5.00","2022-03-28","204"
"CONS1-144","7318","1.00","99.00","240.00","120.00","2022-03-28","204"
"CONS1-145","2364","2.00","13.20","75.00","15.00","2022-03-28","204"
"CONS1-146","4183","2.00","39.20","49.00","44.10","2022-03-28","600"
"CONS1-147","7310","1.00","157.00","190.00","180.50","2022-03-28","204"
"CONS1-148","8935","1.00","291.99","295.00","265.65","2022-03-28","600"
"CONS1-149","2286","3.00","116.09","130.00","123.50","2022-03-28","204"
"CONS1-15","4203","2.00","185.00","225.00","190.00","2022-03-28","204"
"CONS1-150","2289","3.00","100.00","125.00","112.50","2022-03-28","204"
"CONS1-151","8936","1.00","420.00","525.00","472.50","2022-03-28","600"
"CONS1-152","2303","1.00","120.00","150.00","135.00","2022-03-28","204"
"CONS1-153","7611","2.00","101.57","111.00","108.00","2022-03-28","204"
"CONS1-154","2287","10.00","80.00","100.00","90.00","2022-03-28","204"
"CONS1-155","2283","24.00","20.82","25.00","25.00","2022-03-28","204"
"CONS1-156","2361","48.00","27.60","30.00","30.00","2022-03-28","204"
"CONS1-157","2309","1.00","160.00","200.00","180.00","2022-03-28","204"
"CONS1-158","2349","1.00","166.00","200.00","190.00","2022-03-28","204"
"CONS1-159","2324","30.00","72.20","95.00","82.20","2022-03-28","204"
"CONS1-16","2971","1.00","55.00","62.00","58.00","2022-03-28","204"
"CONS1-160","4179","1.00","359.99","450.00","405.00","2022-03-28","600"
"CONS1-161","4175","6.00","48.00","60.00","54.00","2022-03-28","600"
"CONS1-162","2274","5.00","40.16","50.00","45.00","2022-03-28","204"
"CONS1-163","8010","2.00","414.78","465.00","450.00","2022-03-28","204"
"CONS1-164","2285","16.00","80.00","100.00","90.00","2022-03-28","204"
"CONS1-165","4166","1.00","292.05","365.00","328.50","2022-03-28","600"
"CONS1-166","2304","12.00","80.00","100.00","90.00","2022-03-28","204"
"CONS1-167","4174","3.00","59.94","75.00","67.50","2022-03-28","600"
"CONS1-168","4171","1.00","88.00","110.00","99.00","2022-03-28","600"
"CONS1-169","2328","14.00","183.21","197.00","193.00","2022-03-28","204"
"CONS1-17","3348","13.00","26.04","30.00","28.50","2022-03-28","600"
"CONS1-170","2346","18.00","58.59","63.00","61.97","2022-03-28","204"
"CONS1-171","4169","1.00","216.97","275.00","253.00","2022-03-28","600"
"CONS1-172","4173","3.00","44.01","55.00","49.50","2022-03-28","600"
"CONS1-173","10615","2.00","60.14","75.00","67.50","2022-03-28","600"
"CONS1-174","2334","71.00","65.80","70.00","68.00","2022-03-28","204"
"CONS1-175","6008","117.00","80.00","105.00","88.00","2022-03-28","600"
"CONS1-176","3942","6.00","205.83","266.00","239.40","2022-03-28","600"
"CONS1-177","2350","2.00","22.25","550.00","25.00","2022-03-28","204"
"CONS1-178","2338","6.00","26.70","85.00","30.00","2022-03-28","204"
"CONS1-179","2307","11.00","64.20","150.00","75.00","2022-03-28","204"
"CONS1-18","8219","1.00","90.00","240.00","110.00","2022-03-28","600"
"CONS1-180","2306","1.00","151.74","200.00","170.00","2022-03-28","204"
"CONS1-181","2312","3.00","64.20","150.00","75.00","2022-03-28","204"
"CONS1-182","2267","1.00","64.80","75.00","72.00","2022-03-28","204"
"CONS1-183","3940","3.00","205.83","266.00","239.40","2022-03-28","600"
"CONS1-184","2363","3.00","377.65","415.00","400.00","2022-03-28","204"
"CONS1-185","7009","3.00","143.53","182.00","163.80","2022-03-28","600"
"CONS1-186","2339","5.00","15.00","20.00","20.00","2022-03-28","204"
"CONS1-187","2358","48.00","13.50","15.00","15.00","2022-03-28","204"
"CONS1-188","2337","10.00","26.70","69.00","30.00","2022-03-28","204"
"CONS1-189","2344","2.00","22.50","25.00","24.00","2022-03-28","204"
"CONS1-19","11145","3.00","57.18","75.00","71.25","2022-03-28","204"
"CONS1-190","8179","1.00","20.83","25.00","25.00","2022-03-28","204"
"CONS1-191","2336","10.00","26.70","69.00","30.00","2022-03-28","204"
"CONS1-192","2347","25.00","17.80","20.00","20.00","2022-03-28","204"
"CONS1-193","7454","2.00","22.25","25.00","25.00","2022-03-28","204"
"CONS1-194","2335","3.00","25.00","30.00","30.00","2022-03-28","204"
"CONS1-195","2343","10.00","18.00","20.00","20.00","2022-03-28","204"
"CONS1-196","2345","1.00","13.50","15.00","15.00","2022-03-28","204"
"CONS1-197","9818","1.00","36.40","40.00","38.00","2022-03-28","204"
"CONS1-198","2323","1.00","77.35","85.00","82.00","2022-03-28","204"
"CONS1-199","2362","117.00","61.70","65.00","65.00","2022-03-28","204"
"CONS1-20","11131","1.00","43.65","55.00","49.50","2022-03-28","204"
"CONS1-200","8180","6.00","9.11","10.00","10.00","2022-03-28","204"
"CONS1-201","2360","7.00","46.00","50.00","50.00","2022-03-28","204"
"CONS1-202","2305","2.00","8.33","10.00","10.00","2022-03-28","204"
"CONS1-203","7825","1.00","12.50","15.00","15.00","2022-03-28","204"
"CONS1-204","6033","4.00","45.83","74.00","58.00","2022-03-28","600"
"CONS1-205","2279","2.00","20.83","25.00","25.00","2022-03-28","204"
"CONS1-206","2282","5.00","80.00","100.00","90.00","2022-03-28","204"
"CONS1-207","2356","1.00","92.62","110.00","100.00","2022-03-28","204"
"CONS1-208","10677","1.00","360.00","1200.00","599.00","2022-03-28","600"
"CONS1-209","2355","36.00","69.58","78.00","73.00","2022-03-28","204"
"CONS1-21","11130","2.00","43.64","55.00","49.50","2022-03-28","204"
"CONS1-210","6257","77.00","2.00","3.00","3.00","2022-03-28","204"
"CONS1-211","275","1.00","149.99","200.00","170.00","2022-03-28","600"
"CONS1-212","276","2.00","149.99","200.00","170.00","2022-03-28","600"
"CONS1-213","270","1.00","149.99","200.00","170.00","2022-03-28","600"
"CONS1-214","272","1.00","149.99","200.00","170.00","2022-03-28","600"
"CONS1-215","271","1.00","112.49","150.00","127.50","2022-03-28","600"
"CONS1-216","273","2.00","112.49","150.00","127.50","2022-03-28","600"
"CONS1-217","277","1.00","112.49","150.00","127.50","2022-03-28","600"
"CONS1-218","8943","6.00","18.00","20.00","20.00","2022-03-28","204"
